,tweets_en,sentistrength
2260,Still I can’t log in My Zol Account 💁🏾‍♂️💁🏾‍♂️💁🏾‍♂️💁🏾‍♂️ and on iOS 14 the app crashes all the time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2261,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM for order yaa🤗 soal harga d…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2262,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM for order yaa🤗 soal harga dijamin murah 100…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2263,Wt abt iOS 14 iCloud bypass ?!!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2265,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM for order yaa🤗 soal harga dijamin mur…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2266,Just update ur iOS to 14.1 the latest version,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2267,Skz x nct x ateez x p1h ios 14 layoout,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2268,Back Tap on iOS 14 is sweet. No more shifting my grip or usingeachability to access Notification Center or Contro…,"{'neg': 0.095, 'neu': 0.776, 'pos': 0.129, 'compound': 0.2023}"
2269,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2270,Why are we up at this hour discussing this 🤔? Haha! In other news- there are some new wallpapers to…,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5093}"
2271,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the price you guarantee ...","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3164}"
2272,I need to pack my iOS 14 and organize my twi account today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2273,Update ur iOS to 14.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2274,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM for order yaa🤗 soal harga dijamin murah…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2275,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM fo…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2276,Professor Nawwaf. As for the subject. Video shooting or switching between lenses at a 60-frame 4k resolution. Found. Balifo ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2277,Indonesia mengumumkan 3.356 kasus baru #COVID19 tgl 4 Nov 2020. Total: 421.731 Kasus aktif: 54.190 (-542) Sembuh: 353.28…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2278,Is iOs 14 worth the upgrade already?,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}"
2279,Iphone 8 under IOS 13.7 😭😭 must we now switch to IOS 14?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2280,iOS 14 widgets vs iOS 8 - 9 - 10 😙 via #apple #iphone #iphone12 #iphone12pro #gold #i…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2281,"【iOS14】写真選択がおかしい・できない・一部の写真からしか選べない原因と対策（Twitter, Instagram, LINEなど）","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2282,HAI KAK AKU JUAL NIH ✨APPS PEMIUM MUAH✨ 🍣Android &amp; IOS 🧩Netflix 🧩Spotify 🧩Youtube Premium 🧩Disney+…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2283,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed cheap price ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2284,"Mañana iOS 14.2 final, más que seguro","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2285,Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order yaa🤗 about the price ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2286,Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order yaa🤗 about the guaranteed price m ...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2287,iOS 14 widgets vs iOS 8 - 9 - 10 😙 via #apple #iphone #iphone12 #iphone12pro…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2289,"Hello Sis! anyone still looking for Premium Apps? let's just go ahead and DM for the order, about the guaranteed price is mura ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2290,"Only £219 Normally £259 Available Qty 16 iPad Air 2 Mixed Grade iOS 8.1, up to iPadOS 14.1 Available 16GB/32GB/128GB Size 9.7""…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2291,Haloo kak! ada yg masih cari Apps Premium? yukk langsung aja DM for order yaa🤗 soal harga dijamin murah 10…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2292,Scribblet: iOS 14-Widgets selbst zeichnen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2293,"Only £219 Normally £259 Available Qty 16 iPad Air 2 Mixed Grade iOS 8.1, up to iPadOS 14.1 Available 16GB/32GB/128G…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2294,Jual Apple Music Aktivasi 3 bulan = 20k Perpanjang 3 bulan = 30k - Sistem family sharing - Hanya butuh Apple ID…,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}"
2295,Dus... iOS 14.... wie gaat me fone rearrangeren?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2296,"Oct game stats: evenue $31.95M Downloads 1.14M 31.95/1.14 = 28 i.e EV / DL $28, $28 evenue made per download #madewithunit…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2297,GW update: 08:59 Brighton to Great Malvern due 14:31 was terminated at Chichester. Download the Train Beacon iOS a…,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6249}"
2299,"Viber indir,Viber 14.1.1 indir,iphone mesajlaşma programı,ios mesajlaşma programı,Viber indir","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2301,✨APPS PEMIUM MUAH✨ 🍣Android &amp; IOS 🧩Netflix 🧩Spotify 🧩Youtube Premium 🧩Disney+ Hotstar 🧩VIU 🧩Canva 🧩Iflix 🧩Drako…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2302,The 10 Best iOS 14 Apps for Your iPhone 12,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2304,NBC News launches an iOS 14 widget that puts election results on your home screen via…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2306,There was no way and I updated to ios 14,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
2307,Will there be a version for iOS 14?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2308,iOS 14.1 Emoji,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2309,以前からラジオの中にひっそりと住んでいたのが、iOS 14の「今すぐ聴く」で表舞台に登場しました。,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2311,⛅️ Check the weather 🕘 Add a world clock ✅ Keep track of your reminders Customize your Home Screen with widgets in iOS 1…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2312,112. VIU premium 113. Spotify premium 114. Apple music ios 14 115. Netflix sharing DONE! ✅ #springday6_testi,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4753}"
2313,The 10 Best iOS 14 Apps for Your iPhone 12,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2314,Checka1n UPD: iOS 14.0.1 - 14.1 &amp; 13.7 Stable Jailbreak all devices! через @YouTube,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3595}"
2315,Tô muito atrasada pra modinha do iOS 14? 🥺,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2316,“iOS 14から使える、ちょいと便利な機能5選!!! - ケータイ Watch”,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2317,yes ios 14,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
2318,"Excuse me suddenly. After upgrading to iOS 14, it seems that the battery is draining heavily. If you know, I'm sorry.","{'neg': 0.06, 'neu': 0.88, 'pos': 0.06, 'compound': 0.0}"
2319,"Heard of many issues with iOS 14 update, so much so that I’m not doing mine until they hopefully resolve the bugs","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.6486}"
2320,iOS 14.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2321,"IOS 14 говно по той причине, что не даёт запускать геншин импакт.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2322,"How to change the iOS 14 UI for Siri, FaceTime, and incoming calls","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2323,Enjoy the music with premium! 💫Spotify - 18rb/bln - perpanjang 20rb/bln 💫Apple music - 20rb/3 bln. Bisa utk ios 14…,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5411}"
2324,And iOS 14 would run better on the iPhone 3GS than a government created in 1776 running a country in 2020.,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.5994}"
2325,"I know, everybody has other worries right now, but since iOS 14 launch the DarkSky API costs for increased by ~4…","{'neg': 0.084, 'neu': 0.798, 'pos': 0.118, 'compound': 0.1901}"
2326,"""The 10 Best iOS 14 Apps for Your iPhone 12""ead it at:","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}"
2327,Does anyone know where’s personal hotspot in IOS 14? 🥴,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2328,itu biar bisa kea ios 14 gimana ka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2329,Prep for iOS 14: A Guide For App Publishers ead more: #savvycom2020 #apple #ios14 #mobile #appdeve…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2330,Prep for iOS 14: A Guide For App Publishers ead more: #savvycom2020 #apple #ios14…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2331,Question to ios users: ok na ba magupdqte sa bagong ios 14.1? Wala na bugs?,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.3736}"
2332,My phone updated to iOS 14.1 while it was charging and I didn’t ask y’all to do that @Apple,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2334,[iOS 14 ✔] Among Us! 2020.10.22 Mod Ipa #DwiMarfia #JB #IPA #Mod #Games #ModGames #iOSGames…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2336,"IOS 14.1 update गरियो मुख्य फिचर फोन आउदा टपमा आउने भयो, सारा स्क्रीन छोप्ने टेन्सन दुर भयो 😎 अब कल रिसिभ नगर्न/ इ…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2337,طريقة الغاء اقتراحات المشاركة المزعجة في IOS 14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2338,"Sans is there anyone who wants to be ress netfliks me or not? There is also appmus ios 14, which only needs apple id, viu, wp, scribd, yt, spo, etc. Guaranteed murce","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.25}"
2339,ada yang mau aktivasi atau perpanjang apple music untuk ios 14? disini ada kak murce yuk dm 😍,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2340,iOS 14 on an iPhone 7 how long it will last,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2341,ما الجديد في IOS 14.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2342,وأخيراً تغييرات كبيرة مع iOS 14 | تقدر تجربها فوراً ! عبر @YouTube,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2343,تم صدور جلبريك شيكرن للاجهزة من اي فون 8 الى اي فون الاكس نسخة الاولى للاصدار 13.7 فقط وحاليا لايوجد جلبريك رسمي لل…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2344,ga update ios 14 check😃👍,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2345,Apple iOS 14 Upgrade and Mobile Gaming - What's Changing? from @Pt_media_org,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2346,There’s this cool app that lets you keep your Salah times on your Home Screen with IOS 14 widgets! Give it a download! A smal…,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4374}"
2347,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java #programminglife #de…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2348,Cydia iOS 14.2 #Python #rstats #java #javascript #AWS #100DaysOfCode #eactJS #Coding…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2349,Cydia iOS 14.2 #Python #rstats #java #javascript #AWS #100DaysOfCode #eactJS #Coding…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2350,Cydia iOS 14.2 #Python #rstats #java #javascript #AWS #100DaysOfCode #eactJS #Coding…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2351,Con iOS 14.2 puedes detectar personas y la distancia a la que están @iPadizate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2352,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java #programminglife #deve…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2353,Cydia iOS 14.2 #Python #rstats #java #javascript #AWS #100DaysOfCode #eactJS #Coding…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2354,Πόσο χρήσιμα τα shortcuts στο iOS 14! Τα ανακάλυψα μόλις χθες και έχω πάθει πλάκα!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2355,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java #programminglife…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2356,updated so it counts for latest release ⭐️⭐️⭐️⭐️⭐️ (also updated to iOS 14 so I can get latest updates),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2357,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2358,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java #programminglife…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2359,iOS 14はiPhoneの背面のタップでスクショも可能に (アスキー),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2360,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2361,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python #javascript #j…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2362,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2363,Cydia iOS 14.2 #programming #coding #programmer #javascript #coder #php #java…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2364,What are your thoughts on this one y'all?? The 10 Best iOS 14 Apps for Your iPhone 12 #success #e…,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6767}"
2365,"For those who have updated their iPhones to iOS 14, to activate the back tap, please go to « Settings » and search for…","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}"
2366,Checkra1n Patch _ Jailbreak IOS 14.2 #Python #rstats #java #javascript #AWS…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2367,NBC News launches an iOS 14 widget that puts election results on your home screen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2368,Checkra1n Patch _ Jailbreak IOS 14.2 #Python #rstats #java #javascript #AWS…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2369,"Hello there, any clue why iOS devices don't show the keyboard when typing in a password? iPhone X…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2370,Checkra1n Patch _ Jailbreak IOS 14.2 #Python #rstats #java #javascript #AWS…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2371,"#iOS 14 claims to offer many #security and privacy enhancements that protect its users, unlike its competition. But is i…","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.3818}"
2372,Checkra1n Patch _ Jailbreak IOS 14.2 #Python #rstats #java #javascript #AWS…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2373,arrumei meu celular com o iOS 14 E TA MUITO AMO,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2374,The #iPhone was locked without permission even though it was #SIM unlocked. Be careful if you use another company's SIM! #iOS 14.1,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2244}"
2375,Check out SIX PACK MAN! A retro mash-up of classic favorites! AND BEE! #indiegame #gamedev #i…,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.5684}"
2376,I sell Netflix sharing spotify apple music ios 14 viu youtube premium canva pro huh! 😉 Order can be via dm or line ...,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4753}"
2377,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python #javascr…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2378,iOS 14.2 coming tonight? 🤔,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2379,zu allem überfluss wurde heute nacht aus irgendeinem grund DANN DOCH NICHT das neue softwareupdate automatisch inst…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2380,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2381,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python #javascript…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2383,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2384,These apps take advantage of the newest features of #Apple's latest devices.... #empath,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
2385,"#iOS 14.2 GM New Features: iOS 14.2 GM adds battery optimization to #AirPods, support for the MagSafe Leather Sleeve Ca…","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}"
2386,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2387,These apps take advantage of the newest features of #Apple's latest devices.... #empath,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}"
2388,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python #javascr…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2389,Checkra1n Patch | Jailbreak IOS 14.2 #startups #DevOps #DEVCommunity #linux #python…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2390,"Así funciona Back Tap, el botón «secreto» que iOS 14 ha añadido a tu iPhone","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}"
2391,The 10 Best iOS 14 Apps for Your iPhone 12,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2392,The 10 Best iOS 14 Apps for Your iPhone 12,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2393,The 10 Best iOS 14 Apps for Your iPhone 12,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
2394,Check out SIX PACK MAN! A retro mash-up of classic favorites! AND BEE! #indiegame #gamedev…,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5684}"
2396,Work for me on iOS 14.1 iPhone X,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2397,"It's 13.4.1 from iOS update skipping too much (I can't do it myself due to parental restrictions). I've already gone to 14.1. I want to use the widget function of iOS14 quickly, but I can't make it in time for Star Plus One! I don't understand the meaning of restrictions on updates.","{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.1134}"
2398,"Oct game stats: evenue $31.95M Downloads 1.14M 31.95/1.14 = 28 i.e EV / DL $28, $28 evenue made per download…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
